K,S,q,r,sigma,t,price
50.0,171.675,0.14365,0.1882,0.26330071698522917,0.5,1.7182547745657225e-11
50.0,171.675,0.14365,0.1882,0.26330071698522917,0.75,4.336816095307448e-08
50.0,171.675,0.14365,0.1882,0.26330071698522917,1.0,2.3702829174543427e-06
50.0,171.675,0.14365,0.1882,0.38590108597281136,0.25,1.4073310293620484e-10
50.0,171.675,0.14365,0.1882,0.38590108597281136,0.5,9.657622123791935e-06
50.0,171.675,0.14365,0.1882,0.38590108597281136,0.75,0.00047727956261288504
50.0,171.675,0.14365,0.1882,0.38590108597281136,1.0,0.0036216997999000636
50.0,171.675,0.14365,0.1882,0.7066863283197075,0.25,0.0016546069628614129
50.0,171.675,0.14365,0.1882,0.7066863283197075,0.5,0.07986522829758172
50.0,171.675,0.14365,0.1882,0.7066863283197075,0.75,0.3386684877008144
50.0,171.675,0.14365,0.1882,0.7066863283197075,1.0,0.7386785792408027
50.0,171.675,0.1882,0.01,0.001,0.25,0.0
50.0,171.675,0.1882,0.01,0.001,0.5,0.0
50.0,171.675,0.1882,0.01,0.001,0.75,0.0
50.0,171.675,0.1882,0.01,0.001,1.0,0.0
50.0,171.675,0.1882,0.01,0.1611177812950031,0.25,6.502020770798088e-50
50.0,171.675,0.1882,0.01,0.1611177812950031,0.5,4.700118165861602e-24
50.0,171.675,0.1882,0.01,0.1611177812950031,0.75,2.3549249393452406e-15
50.0,171.675,0.1882,0.01,0.1611177812950031,1.0,5.656809899025322e-11
50.0,171.675,0.1882,0.01,0.26330071698522917,0.25,1.0850675223365929e-19
50.0,171.675,0.1882,0.01,0.26330071698522917,0.5,9.998769740560934e-10
50.0,171.675,0.1882,0.01,0.26330071698522917,0.75,2.6429880748634384e-06
50.0,171.675,0.1882,0.01,0.26330071698522917,1.0,0.00015097756528772426
50.0,171.675,0.1882,0.01,0.38590108597281136,0.25,9.623421792559384e-10
50.0,171.675,0.1882,0.01,0.38590108597281136,0.5,7.083881353368438e-05
50.0,171.675,0.1882,0.01,0.38590108597281136,0.75,0.003735912851155117
50.0,171.675,0.1882,0.01,0.38590108597281136,1.0,0.03013288308764465
50.0,171.675,0.1882,0.01,0.7066863283197075,0.25,0.00312472718232929
50.0,171.675,0.1882,0.01,0.7066863283197075,0.5,0.16179126093898794
50.0,171.675,0.1882,0.01,0.7066863283197075,0.75,0.730154870930913
50.0,171.675,0.1882,0.01,0.7066863283197075,1.0,1.6863709647268514
50.0,171.675,0.1882,0.05455,0.001,0.25,0.0
50.0,171.675,0.1882,0.05455,0.001,0.5,0.0
50.0,171.675,0.1882,0.05455,0.001,0.75,0.0
50.0,171.675,0.1882,0.05455,0.001,1.0,0.0
50.0,171.675,0.1882,0.05455,0.1611177812950031,0.25,8.171008696398788e-51
50.0,171.675,0.1882,0.05455,0.1611177812950031,0.5,6.161363176851819e-25
50.0,171.675,0.1882,0.05455,0.1611177812950031,0.75,3.2179109043470895e-16
50.0,171.675,0.1882,0.05455,0.1611177812950031,1.0,8.051511797299906e-12
50.0,171.675,0.1882,0.05455,0.26330071698522917,0.25,4.918405857145046e-20
50.0,171.675,0.1882,0.05455,0.26330071698522917,0.5,4.5390837060682814e-10
50.0,171.675,0.1882,0.05455,0.26330071698522917,0.75,1.2016411943009212e-06
50.0,171.675,0.1882,0.05455,0.26330071698522917,1.0,6.874517832434434e-05
50.0,171.675,0.1882,0.05455,0.38590108597281136,0.25,6.578829659937998e-10
50.0,171.675,0.1882,0.05455,0.38590108597281136,0.5,4.793108851506266e-05
50.0,171.675,0.1882,0.05455,0.38590108597281136,0.75,0.0025037131967348687
50.0,171.675,0.1882,0.05455,0.38590108597281136,1.0,0.020012848952041338
50.0,171.675,0.1882,0.05455,0.7066863283197075,0.25,0.002750401273094105
50.0,171.675,0.1882,0.05455,0.7066863283197075,0.5,0.14033288594400917
50.0,171.675,0.1882,0.05455,0.7066863283197075,0.75,0.6250010267897563
50.0,171.675,0.1882,0.05455,0.7066863283197075,1.0,1.4258884701979597
50.0,171.675,0.1882,0.0991,0.001,0.25,0.0
50.0,171.675,0.1882,0.0991,0.001,0.5,0.0
50.0,171.675,0.1882,0.0991,0.001,0.75,0.0
50.0,171.675,0.1882,0.0991,0.001,1.0,0.0
50.0,171.675,0.1882,0.0991,0.1611177812950031,0.25,1.007566848249343e-51
50.0,171.675,0.1882,0.0991,0.1611177812950031,0.5,7.779199552519524e-26
50.0,171.675,0.1882,0.0991,0.1611177812950031,0.75,4.158485955648028e-17
50.0,171.675,0.1882,0.0991,0.1611177812950031,1.0,1.0645925301757643e-12
50.0,171.675,0.1882,0.0991,0.26330071698522917,0.25,2.2138663696953412e-20
50.0,171.675,0.1882,0.0991,0.26330071698522917,0.5,2.0325142844142966e-10
50.0,171.675,0.1882,0.0991,0.26330071698522917,0.75,5.354205826474871e-07
50.0,171.675,0.1882,0.0991,0.26330071698522917,1.0,3.048686479147682e-05
50.0,171.675,0.1882,0.0991,0.38590108597281136,0.25,4.4831379562859944e-10
50.0,171.675,0.1882,0.0991,0.38590108597281136,0.5,3.223209687176879e-05
50.0,171.675,0.1882,0.0991,0.38590108597281136,0.75,0.0016629565590673984
50.0,171.675,0.1882,0.0991,0.38590108597281136,1.0,0.013137936390231135
50.0,171.675,0.1882,0.0991,0.7066863283197075,0.25,0.0024187619590053913
50.0,171.675,0.1882,0.0991,0.7066863283197075,0.5,0.12151698964737938
50.0,171.675,0.1882,0.0991,0.7066863283197075,0.75,0.5337087597620416
50.0,171.675,0.1882,0.0991,0.7066863283197075,1.0,1.2019260073783162
50.0,171.675,0.1882,0.14365,0.001,0.25,0.0
50.0,171.675,0.1882,0.14365,0.001,0.5,0.0
50.0,171.675,0.1882,0.14365,0.001,0.75,0.0
50.0,171.675,0.1882,0.14365,0.001,1.0,0.0
50.0,171.675,0.1882,0.14365,0.1611177812950031,0.25,1.219106581275075e-52
50.0,171.675,0.1882,0.14365,0.1611177812950031,0.5,9.459605702840061e-27
50.0,171.675,0.1882,0.14365,0.1611177812950031,0.75,5.081911410434217e-18
50.0,171.675,0.1882,0.14365,0.1611177812950031,1.0,1.3074057937236265e-13
50.0,171.675,0.1882,0.14365,0.26330071698522917,0.25,9.89547756823253e-21
50.0,171.675,0.1882,0.14365,0.26330071698522917,0.5,8.97707273701718e-11
50.0,171.675,0.1882,0.14365,0.26330071698522917,0.75,2.3379288146678128e-07
50.0,171.675,0.1882,0.14365,0.26330071698522917,1.0,1.3166502938976655e-05
50.0,171.675,0.1882,0.14365,0.38590108597281136,0.25,3.045292223147272e-10
50.0,171.675,0.1882,0.14365,0.38590108597281136,0.5,2.1541662531389792e-05
50.0,171.675,0.1882,0.14365,0.38590108597281136,0.75,0.0010946353131780135
50.0,171.675,0.1882,0.14365,0.38590108597281136,1.0,0.008524379374660941
50.0,171.675,0.1882,0.14365,0.7066863283197075,0.25,0.0021252146266596233
50.0,171.675,0.1882,0.14365,0.7066863283197075,0.5,0.10504737350887025
50.0,171.675,0.1882,0.14365,0.7066863283197075,0.75,0.45465280222256604
50.0,171.675,0.1882,0.14365,0.7066863283197075,1.0,1.0099944309855455
50.0,171.675,0.1882,0.1882,0.001,0.25,0.0
50.0,171.675,0.1882,0.1882,0.001,0.5,0.0
50.0,171.675,0.1882,0.1882,0.001,0.75,0.0
50.0,171.675,0.1882,0.1882,0.001,1.0,0.0
50.0,171.675,0.1882,0.1882,0.1611177812950031,0.25,1.4473643019657075e-53
50.0,171.675,0.1882,0.1882,0.1611177812950031,0.5,1.1078516812769451e-27
50.0,171.675,0.1882,0.1882,0.1611177812950031,0.75,5.872436359800733e-19
50.0,171.675,0.1882,0.1882,0.1611177812950031,1.0,1.491030461152414e-14
50.0,171.675,0.1882,0.1882,0.26330071698522917,0.25,4.392171916189878e-21
50.0,171.675,0.1882,0.1882,0.26330071698522917,0.5,3.9107845179249436e-11
50.0,171.675,0.1882,0.1882,0.26330071698522917,0.75,1.000369079621726e-07
50.0,171.675,0.1882,0.1882,0.26330071698522917,1.0,5.536886898913635e-06
50.0,171.675,0.1882,0.1882,0.38590108597281136,0.25,2.0619984739696167e-10
50.0,171.675,0.1882,0.1882,0.38590108597281136,0.5,1.4308154287750816e-05
50.0,171.675,0.1882,0.1882,0.38590108597281136,0.75,0.0007140600469893925
50.0,171.675,0.1882,0.1882,0.38590108597281136,1.0,0.005466192955957546
50.0,171.675,0.1882,0.1882,0.7066863283197075,0.25,0.0018656258518347077
50.0,171.675,0.1882,0.1882,0.7066863283197075,0.5,0.09065705410955946
50.0,171.675,0.1882,0.1882,0.7066863283197075,0.75,0.3863684018994141
50.0,171.675,0.1882,0.1882,0.7066863283197075,1.0,0.8460557202846228
50.0,198.9,0.01,0.01,0.001,0.25,0.0
50.0,198.9,0.01,0.01,0.001,0.5,0.0
50.0,198.9,0.01,0.01,0.001,0.75,0.0
50.0,198.9,0.01,0.01,0.001,1.0,0.0
50.0,198.9,0.01,0.01,0.1611177812950031,0.25,1.732107718662288e-66
50.0,198.9,0.01,0.01,0.1611177812950031,0.5,3.8116219967694728e-34
50.0,198.9,0.01,0.01,0.1611177812950031,0.75,2.9639013422221816e-23
50.0,198.9,0.01,0.01,0.1611177812950031,1.0,9.329600526952581e-18
50.0,198.9,0.01,0.01,0.26330071698522917,0.25,5.989526716085869e-26
50.0,198.9,0.01,0.01,0.26330071698522917,0.5,1.4438678544033266e-13
50.0,198.9,0.01,0.01,0.26330071698522917,0.75,2.4691727203068577e-09
50.0,198.9,0.01,0.01,0.26330071698522917,1.0,3.6206120234104063e-07
50.0,198.9,0.01,0.01,0.38590108597281136,0.25,1.068362407562897e-12
50.0,198.9,0.01,0.01,0.38590108597281136,0.5,1.0376346958650178e-06
50.0,198.9,0.01,0.01,0.38590108597281136,0.75,0.00012919800862285096
50.0,198.9,0.01,0.01,0.38590108597281136,1.0,0.0016020116498731889
50.0,198.9,0.01,0.01,0.7066863283197075,0.25,0.0003712454211308852
50.0,198.9,0.01,0.01,0.7066863283197075,0.5,0.041556735367002974
50.0,198.9,0.01,0.01,0.7066863283197075,0.75,0.24261207293881856
50.0,198.9,0.01,0.01,0.7066863283197075,1.0,0.6379124945428707
50.0,198.9,0.01,0.05455,0.001,0.25,0.0
50.0,198.9,0.01,0.05455,0.001,0.5,0.0
50.0,198.9,0.01,0.05455,0.001,0.75,0.0
50.0,198.9,0.01,0.05455,0.001,1.0,0.0
50.0,198.9,0.01,0.05455,0.1611177812950031,0.25,1.5702511717775843e-67
50.0,198.9,0.01,0.05455,0.1611177812950031,0.5,3.3512778269692554e-35
50.0,198.9,0.01,0.05455,0.1611177812950031,0.75,2.5283760887460018e-24
50.0,198.9,0.01,0.05455,0.1611177812950031,1.0,7.724626246538937e-19
50.0,198.9,0.01,0.05455,0.26330071698522917,0.25,2.4058708107722036e-26
50.0,198.9,0.01,0.05455,0.26330071698522917,0.5,5.662383025548108e-14
50.0,198.9,0.01,0.05455,0.26330071698522917,0.75,9.460735118075792e-10
50.0,198.9,0.01,0.05455,0.26330071698522917,1.0,1.3562027125348818e-07
50.0,198.9,0.01,0.05455,0.38590108597281136,0.25,6.911370890563186e-13
50.0,198.9,0.01,0.05455,0.38590108597281136,0.5,6.572729860350998e-07
50.0,198.9,0.01,0.05455,0.38590108597281136,0.75,8.021854616770406e-05
50.0,198.9,0.01,0.05455,0.38590108597281136,1.0,0.0009758126435015507
50.0,198.9,0.01,0.05455,0.7066863283197075,0.25,0.00032174906580929505
50.0,198.9,0.01,0.05455,0.7066863283197075,0.5,0.03540101584279828
50.0,198.9,0.01,0.05455,0.7066863283197075,0.75,0.20344391660071623
50.0,198.9,0.01,0.05455,0.7066863283197075,1.0,0.5270741458453264
50.0,198.9,0.01,0.0991,0.001,0.25,0.0
50.0,198.9,0.01,0.0991,0.001,0.5,0.0
50.0,198.9,0.01,0.0991,0.001,0.75,0.0
50.0,198.9,0.01,0.0991,0.001,1.0,0.0
50.0,198.9,0.01,0.0991,0.1611177812950031,0.25,1.396742376965995e-68
50.0,198.9,0.01,0.0991,0.1611177812950031,0.5,2.8373691286370498e-36
50.0,198.9,0.01,0.0991,0.1611177812950031,0.75,2.0387466891224667e-25
50.0,198.9,0.01,0.0991,0.1611177812950031,1.0,5.935421287031884e-20
50.0,198.9,0.01,0.0991,0.26330071698522917,0.25,9.596114232067762e-27
50.0,198.9,0.01,0.0991,0.26330071698522917,0.5,2.1900025836590438e-14
50.0,198.9,0.01,0.0991,0.26330071698522917,0.75,3.5511653424107444e-10
50.0,198.9,0.01,0.0991,0.26330071698522917,1.0,4.944184650628794e-08
50.0,198.9,0.01,0.0991,0.38590108597281136,0.25,4.4566705692401157e-13
50.0,198.9,0.01,0.0991,0.38590108597281136,0.5,4.1373254458056014e-07
50.0,198.9,0.01,0.0991,0.38590108597281136,0.75,4.934996578446808e-05
50.0,198.9,0.01,0.0991,0.38590108597281136,1.0,0.0005872413519283009
50.0,198.9,0.01,0.0991,0.7066863283197075,0.25,0.00027859845373492243
50.0,198.9,0.01,0.0991,0.7066863283197075,0.5,0.030105049776221762
50.0,198.9,0.01,0.0991,0.7066863283197075,0.75,0.17017271102584225
50.0,198.9,0.01,0.0991,0.7066863283197075,1.0,0.434081682058235
50.0,198.9,0.01,0.14365,0.001,0.25,0.0
50.0,198.9,0.01,0.14365,0.001,0.5,0.0
50.0,198.9,0.01,0.14365,0.001,0.75,0.0
50.0,198.9,0.01,0.14365,0.001,1.0,0.0
50.0,198.9,0.01,0.14365,0.1611177812950031,0.25,1.2190334370937362e-69
50.0,198.9,0.01,0.14365,0.1611177812950031,0.5,2.313236115721261e-37
50.0,198.9,0.01,0.14365,0.1611177812950031,0.75,1.5538519613890964e-26
50.0,198.9,0.01,0.14365,0.1611177812950031,1.0,4.231982574903112e-21
50.0,198.9,0.01,0.14365,0.26330071698522917,0.25,3.8006779101187225e-27
50.0,198.9,0.01,0.14365,0.26330071698522917,0.5,8.353306841881603e-15
50.0,198.9,0.01,0.14365,0.26330071698522917,0.75,1.3057931414761075e-10
50.0,198.9,0.01,0.14365,0.26330071698522917,1.0,1.7541255967794057e-08
50.0,198.9,0.01,0.14365,0.38590108597281136,0.25,2.8645535483599434e-13
50.0,198.9,0.01,0.14365,0.38590108597281136,0.5,2.5879874200244724e-07
50.0,198.9,0.01,0.14365,0.38590108597281136,0.75,3.008022381530887e-05
50.0,198.9,0.01,0.14365,0.38590108597281136,1.0,0.0003491359845199551
50.0,198.9,0.01,0.14365,0.7066863283197075,0.25,0.00024101547463607946
50.0,198.9,0.01,0.14365,0.7066863283197075,0.5,0.025557027062951362
50.0,198.9,0.01,0.14365,0.7066863283197075,0.75,0.14198529205130148
50.0,198.9,0.01,0.14365,0.7066863283197075,1.0,0.3563296060015228
50.0,198.9,0.01,0.1882,0.001,0.25,0.0
50.0,198.9,0.01,0.1882,0.001,0.5,0.0
50.0,198.9,0.01,0.1882,0.001,0.75,0.0
50.0,198.9,0.01,0.1882,0.001,1.0,0.0
50.0,198.9,0.01,0.1882,0.1611177812950031,0.25,1.0439176495152844e-70
50.0,198.9,0.01,0.1882,0.1611177812950031,0.5,1.8160047874763812e-38
50.0,198.9,0.01,0.1882,0.1611177812950031,0.75,1.1193426426161275e-27
50.0,198.9,0.01,0.1882,0.1611177812950031,1.0,2.7997304564216293e-22
50.0,198.9,0.01,0.1882,0.26330071698522917,0.25,1.4947499036137278e-27
50.0,198.9,0.01,0.1882,0.26330071698522917,0.5,3.1422135767953673e-15
50.0,198.9,0.01,0.1882,0.26330071698522917,0.75,4.70349879463783e-11
50.0,198.9,0.01,0.1882,0.26330071698522917,1.0,6.056101771226176e-09
50.0,198.9,0.01,0.1882,0.38590108597281136,0.25,1.8352819613678e-13
50.0,198.9,0.01,0.1882,0.38590108597281136,0.5,1.6086787309207097e-07
50.0,198.9,0.01,0.1882,0.38590108597281136,0.75,1.8165482126054567e-05
50.0,198.9,0.01,0.1882,0.38590108597281136,1.0,0.00020505950831198718
50.0,198.9,0.01,0.1882,0.7066863283197075,0.25,0.00020831261912788657
50.0,198.9,0.01,0.1882,0.7066863283197075,0.5,0.02165841904938532
50.0,198.9,0.01,0.1882,0.7066863283197075,0.75,0.1181681626845934
50.0,198.9,0.01,0.1882,0.7066863283197075,1.0,0.29154452469315334
50.0,198.9,0.05455,0.01,0.001,0.25,0.0
50.0,198.9,0.05455,0.01,0.001,0.5,0.0
50.0,198.9,0.05455,0.01,0.001,0.75,0.0
50.0,198.9,0.05455,0.01,0.001,1.0,0.0
50.0,198.9,0.05455,0.01,0.1611177812950031,0.25,1.8539478629338165e-65
50.0,198.9,0.05455,0.01,0.1611177812950031,0.5,4.082690493653701e-33
50.0,198.9,0.05455,0.01,0.1611177812950031,0.75,3.1764259914107876e-22
50.0,198.9,0.05455,0.01,0.1611177812950031,1.0,1.0002426937984124e-16
50.0,198.9,0.05455,0.01,0.26330071698522917,0.25,1.4642655299511759e-25
50.0,198.9,0.05455,0.01,0.26330071698522917,0.5,3.551082028266457e-13
50.0,198.9,0.05455,0.01,0.26330071698522917,0.75,6.105985487746959e-09
50.0,198.9,0.05455,0.01,0.26330071698522917,1.0,8.998140664101852e-07
50.0,198.9,0.05455,0.01,0.38590108597281136,0.25,1.6279364226936785e-12
50.0,198.9,0.05455,0.01,0.38590108597281136,0.5,1.592010939554504e-06
50.0,198.9,0.05455,0.01,0.38590108597281136,0.75,0.00019940248401298152
50.0,198.9,0.05455,0.01,0.38590108597281136,1.0,0.0024853602213133997
50.0,198.9,0.05455,0.01,0.7066863283197075,0.25,0.00042322721427429365
50.0,198.9,0.05455,0.01,0.7066863283197075,0.5,0.0476260479704434
50.0,198.9,0.05455,0.01,0.7066863283197075,0.75,0.2791174352137031
50.0,198.9,0.05455,0.01,0.7066863283197075,1.0,0.7360385148672305
50.0,198.9,0.05455,0.05455,0.001,0.25,0.0
50.0,198.9,0.05455,0.05455,0.001,0.5,0.0
50.0,198.9,0.05455,0.05455,0.001,0.75,0.0
50.0,198.9,0.05455,0.05455,0.001,1.0,0.0
50.0,198.9,0.05455,0.05455,0.1611177812950031,0.25,1.7129233999283792e-66
50.0,198.9,0.05455,0.05455,0.1611177812950031,0.5,3.7276567514745337e-34
50.0,198.9,0.05455,0.05455,0.1611177812950031,0.75,2.8665061577170844e-23
50.0,198.9,0.05455,0.05455,0.1611177812950031,1.0,8.923089097041831e-18
50.0,198.9,0.05455,0.05455,0.26330071698522917,0.25,5.923188469134695e-26
50.0,198.9,0.05455,0.05455,0.26330071698522917,0.5,1.4120612590297022e-13
50.0,198.9,0.05455,0.05455,0.26330071698522917,0.75,2.3880345497330236e-09
50.0,198.9,0.05455,0.05455,0.26330071698522917,1.0,3.462853910773469e-07
50.0,198.9,0.05455,0.05455,0.38590108597281136,0.25,1.056529537857864e-12
50.0,198.9,0.05455,0.05455,0.38590108597281136,0.5,1.0147769067561585e-06
50.0,198.9,0.05455,0.05455,0.38590108597281136,0.75,0.00012495250162561757
50.0,198.9,0.05455,0.05455,0.38590108597281136,1.0,0.0015322084418320457
50.0,198.9,0.05455,0.05455,0.7066863283197075,0.25,0.0003671336153749594
50.0,198.9,0.05455,0.05455,0.7066863283197075,0.5,0.04064129268100089
50.0,198.9,0.05455,0.05455,0.7066863283197075,0.75,0.23463972673740136
50.0,198.9,0.05455,0.05455,0.7066863283197075,1.0,0.6101172294009816
50.0,198.9,0.05455,0.0991,0.001,0.25,0.0
50.0,198.9,0.05455,0.0991,0.001,0.5,0.0
50.0,198.9,0.05455,0.0991,0.001,0.75,0.0
50.0,198.9,0.05455,0.0991,0.001,1.0,0.0
50.0,198.9,0.05455,0.0991,0.1611177812950031,0.25,1.5528595288404233e-67
50.0,198.9,0.05455,0.0991,0.1611177812950031,0.5,3.277453385555218e-35
50.0,198.9,0.05455,0.0991,0.1611177812950031,0.75,2.445292467792186e-24
50.0,198.9,0.05455,0.0991,0.1611177812950031,1.0,7.388047113066398e-19
50.0,198.9,0.05455,0.0991,0.26330071698522917,0.25,2.3792240889955076e-26
50.0,198.9,0.05455,0.0991,0.26330071698522917,0.5,5.537647839294852e-14
50.0,198.9,0.05455,0.0991,0.26330071698522917,0.75,9.149850936725814e-10
50.0,198.9,0.05455,0.0991,0.26330071698522917,1.0,1.297109946201673e-07
50.0,198.9,0.05455,0.0991,0.38590108597281136,0.25,6.834822567024034e-13
50.0,198.9,0.05455,0.0991,0.38590108597281136,0.5,6.427940876697978e-07
50.0,198.9,0.05455,0.0991,0.38590108597281136,0.75,7.758252721746583e-05
50.0,198.9,0.05455,0.0991,0.38590108597281136,1.0,0.0009332943178895564
50.0,198.9,0.05455,0.0991,0.7066863283197075,0.25,0.00031818546721532883
50.0,198.9,0.05455,0.0991,0.7066863283197075,0.5,0.034621175926497584
50.0,198.9,0.05455,0.0991,0.7066863283197075,0.75,0.1967586543379344
50.0,198.9,0.05455,0.0991,0.7066863283197075,1.0,0.5041083538934006
50.0,198.9,0.05455,0.14365,0.001,0.25,0.0
50.0,198.9,0.05455,0.14365,0.001,0.5,0.0
50.0,198.9,0.05455,0.14365,0.001,0.75,0.0
50.0,198.9,0.05455,0.14365,0.001,1.0,0.0
50.0,198.9,0.05455,0.14365,0.1611177812950031,0.25,1.3812724667172447e-68
50.0,198.9,0.05455,0.14365,0.1611177812950031,0.5,2.7748654503918784e-36
50.0,198.9,0.05455,0.14365,0.1611177812950031,0.75,1.9717525192701848e-25
50.0,198.9,0.05455,0.14365,0.1611177812950031,1.0,5.676801790136645e-20
50.0,198.9,0.05455,0.14365,0.26330071698522917,0.25,9.48983047612609e-27
50.0,198.9,0.05455,0.14365,0.26330071698522917,0.5,2.141759577324908e-14
50.0,198.9,0.05455,0.14365,0.26330071698522917,0.75,3.434472388159815e-10
50.0,198.9,0.05455,0.14365,0.26330071698522917,1.0,4.728755536995952e-08
50.0,198.9,0.05455,0.14365,0.38590108597281136,0.25,4.407309788861881e-13
50.0,198.9,0.05455,0.14365,0.38590108597281136,0.5,4.0461853626030986e-07
50.0,198.9,0.05455,0.14365,0.38590108597281136,0.75,4.772830282476414e-05
50.0,198.9,0.05455,0.14365,0.38590108597281136,1.0,0.0005616539410862773
50.0,198.9,0.05455,0.14365,0.7066863283197075,0.25,0.00027551277870580085
50.0,198.9,0.05455,0.14365,0.7066863283197075,0.5,0.02944187334077795
50.0,198.9,0.05455,0.14365,0.7066863283197075,0.75,0.1645807561412481
50.0,198.9,0.05455,0.14365,0.7066863283197075,1.0,0.41516777842840885
50.0,198.9,0.05455,0.1882,0.001,0.25,0.0
50.0,198.9,0.05455,0.1882,0.001,0.5,0.0
50.0,198.9,0.05455,0.1882,0.001,0.75,0.0
50.0,198.9,0.05455,0.1882,0.001,1.0,0.0
50.0,198.9,0.05455,0.1882,0.1611177812950031,0.25,1.2055317791122338e-69
50.0,198.9,0.05455,0.1882,0.1611177812950031,0.5,2.2622784294537696e-37
50.0,198.9,0.05455,0.1882,0.1611177812950031,0.75,1.502791659105339e-26
50.0,198.9,0.05455,0.1882,0.1611177812950031,1.0,4.047585688572205e-21
50.0,198.9,0.05455,0.1882,0.26330071698522917,0.25,3.7585827126624374e-27
50.0,198.9,0.05455,0.1882,0.26330071698522917,0.5,8.16929398368188e-15
50.0,198.9,0.05455,0.1882,0.26330071698522917,0.75,1.2628841680471185e-10
50.0,198.9,0.05455,0.1882,0.26330071698522917,1.0,1.6776944459997098e-08
50.0,198.9,0.05455,0.1882,0.38590108597281136,0.25,2.832826590671349e-13
50.0,198.9,0.05455,0.1882,0.38590108597281136,0.5,2.5309773076033704e-07
50.0,198.9,0.05455,0.1882,0.38590108597281136,0.75,2.909177359035971e-05
50.0,198.9,0.05455,0.1882,0.38590108597281136,1.0,0.0003339233537229038
50.0,198.9,0.05455,0.1882,0.7066863283197075,0.25,0.00023834605769658694
50.0,198.9,0.05455,0.1882,0.7066863283197075,0.5,0.024994037855687667
50.0,198.9,0.05455,0.1882,0.7066863283197075,0.75,0.13731958893920712
50.0,198.9,0.05455,0.1882,0.7066863283197075,1.0,0.34080353312876205
50.0,198.9,0.0991,0.01,0.001,0.25,0.0
50.0,198.9,0.0991,0.01,0.001,0.5,0.0
50.0,198.9,0.0991,0.01,0.001,0.75,0.0
50.0,198.9,0.0991,0.01,0.001,1.0,0.0
50.0,198.9,0.0991,0.01,0.1611177812950031,0.25,1.9470397098081913e-64
50.0,198.9,0.0991,0.01,0.1611177812950031,0.5,4.2111517025233307e-32
50.0,198.9,0.0991,0.01,0.1611177812950031,0.75,3.218096135545713e-21
50.0,198.9,0.0991,0.01,0.1611177812950031,1.0,9.95408132434908e-16
50.0,198.9,0.0991,0.01,0.26330071698522917,0.25,3.5546107247796023e-25
50.0,198.9,0.0991,0.01,0.26330071698522917,0.5,8.613477399280592e-13
50.0,198.9,0.0991,0.01,0.26330071698522917,0.75,1.4793316206290643e-08
50.0,198.9,0.0991,0.01,0.26330071698522917,1.0,2.176812480028913e-06
50.0,198.9,0.0991,0.01,0.38590108597281136,0.25,2.4726255887723847e-12
50.0,198.9,0.0991,0.01,0.38590108597281136,0.5,2.4273292752377385e-06
50.0,198.9,0.0991,0.01,0.38590108597281136,0.75,0.00030494526671077346
50.0,198.9,0.0991,0.01,0.38590108597281136,1.0,0.0038098635929258344
50.0,198.9,0.0991,0.01,0.7066863283197075,0.25,0.0004820500148994854
50.0,198.9,0.0991,0.01,0.7066863283197075,0.5,0.05448802379225363
50.0,198.9,0.0991,0.01,0.7066863283197075,0.75,0.32032010006543565
50.0,198.9,0.0991,0.01,0.7066863283197075,1.0,0.8465387243240827
50.0,198.9,0.0991,0.05455,0.001,0.25,0.0
50.0,198.9,0.0991,0.05455,0.001,0.5,0.0
50.0,198.9,0.0991,0.05455,0.001,0.75,0.0
50.0,198.9,0.0991,0.05455,0.001,1.0,0.0
50.0,198.9,0.0991,0.05455,0.1611177812950031,0.25,1.8334140783802555e-65
50.0,198.9,0.0991,0.05455,0.1611177812950031,0.5,3.992753949827085e-33
50.0,198.9,0.0991,0.05455,0.1611177812950031,0.75,3.0720471475224508e-22
50.0,198.9,0.0991,0.05455,0.1611177812950031,1.0,9.566598965994215e-17
50.0,198.9,0.0991,0.05455,0.26330071698522917,0.25,1.4480477529994318e-25
50.0,198.9,0.0991,0.05455,0.26330071698522917,0.5,3.4728561512465026e-13
50.0,198.9,0.0991,0.05455,0.26330071698522917,0.75,5.905339948473141e-09
50.0,198.9,0.0991,0.05455,0.26330071698522917,1.0,8.606071677082007e-07
50.0,198.9,0.0991,0.05455,0.38590108597281136,0.25,1.609905874780865e-12
50.0,198.9,0.0991,0.05455,0.38590108597281136,0.5,1.5569409380786978e-06
50.0,198.9,0.0991,0.05455,0.38590108597281136,0.75,0.00019285002511546022
50.0,198.9,0.0991,0.05455,0.38590108597281136,1.0,0.002377067552780525
50.0,198.9,0.0991,0.05455,0.7066863283197075,0.25,0.00041853967337367756
50.0,198.9,0.0991,0.05455,0.7066863283197075,0.5,0.046576905950679606
50.0,198.9,0.0991,0.05455,0.7066863283197075,0.75,0.26994550573212106
50.0,198.9,0.0991,0.05455,0.7066863283197075,1.0,0.7039676809356306
50.0,198.9,0.0991,0.0991,0.001,0.25,0.0
50.0,198.9,0.0991,0.0991,0.001,0.5,0.0
50.0,198.9,0.0991,0.0991,0.001,0.75,0.0
50.0,198.9,0.0991,0.0991,0.001,1.0,0.0
50.0,198.9,0.0991,0.0991,0.1611177812950031,0.25,1.693951561100494e-66
50.0,198.9,0.0991,0.0991,0.1611177812950031,0.5,3.6455411550753705e-34
50.0,198.9,0.0991,0.0991,0.1611177812950031,0.75,2.772311424532566e-23
50.0,198.9,0.0991,0.0991,0.1611177812950031,1.0,8.53429027360021e-18
