K,S,q,r,sigma,t,price
50.0,99.5418264134097,0.0991,0.1882,0.1611177812950031,0.75,4.7330006294971365e-08
50.0,99.5418264134097,0.0991,0.1882,0.1611177812950031,1.0,1.3108998443189004e-06
50.0,99.5418264134097,0.0991,0.1882,0.26330071698522917,0.25,5.2099938482229545e-08
50.0,99.5418264134097,0.0991,0.1882,0.26330071698522917,0.5,0.00011453278738254784
50.0,99.5418264134097,0.0991,0.1882,0.26330071698522917,0.75,0.0017415025664605955
50.0,99.5418264134097,0.0991,0.1882,0.26330071698522917,1.0,0.007186008406870711
50.0,99.5418264134097,0.0991,0.1882,0.38590108597281136,0.25,0.0003622627856686458
50.0,99.5418264134097,0.0991,0.1882,0.38590108597281136,0.5,0.019686396055745396
50.0,99.5418264134097,0.0991,0.1882,0.38590108597281136,0.75,0.08604170605008428
50.0,99.5418264134097,0.0991,0.1882,0.38590108597281136,1.0,0.18943654042499664
50.0,99.5418264134097,0.0991,0.1882,0.7066863283197075,0.25,0.19544504180506486
50.0,99.5418264134097,0.0991,0.1882,0.7066863283197075,0.5,1.0131022649635864
50.0,99.5418264134097,0.0991,0.1882,0.7066863283197075,0.75,1.9630030588638205
50.0,99.5418264134097,0.0991,0.1882,0.7066863283197075,1.0,2.8424537120415048
50.0,99.5418264134097,0.14365,0.01,0.001,0.25,0.0
50.0,99.5418264134097,0.14365,0.01,0.001,0.5,0.0
50.0,99.5418264134097,0.14365,0.01,0.001,0.75,0.0
50.0,99.5418264134097,0.14365,0.01,0.001,1.0,0.0
50.0,99.5418264134097,0.14365,0.01,0.1611177812950031,0.25,1.4001279577065074e-16
50.0,99.5418264134097,0.14365,0.01,0.1611177812950031,0.5,3.2231108737268006e-08
50.0,99.5418264134097,0.14365,0.01,0.1611177812950031,0.75,2.485156456634324e-05
50.0,99.5418264134097,0.14365,0.01,0.1611177812950031,1.0,0.0007655926160694616
50.0,99.5418264134097,0.14365,0.01,0.26330071698522917,0.25,5.515879383132862e-07
50.0,99.5418264134097,0.14365,0.01,0.26330071698522917,0.5,0.0013789676457242079
50.0,99.5418264134097,0.14365,0.01,0.26330071698522917,0.75,0.02355554506735538
50.0,99.5418264134097,0.14365,0.01,0.26330071698522917,1.0,0.10823451286566925
50.0,99.5418264134097,0.14365,0.01,0.38590108597281136,0.25,0.0011732701430203635
50.0,99.5418264134097,0.14365,0.01,0.38590108597281136,0.5,0.07169110997981669
50.0,99.5418264134097,0.14365,0.01,0.38590108597281136,0.75,0.34714136960453557
50.0,99.5418264134097,0.14365,0.01,0.38590108597281136,1.0,0.8386605826413482
50.0,99.5418264134097,0.14365,0.01,0.7066863283197075,0.25,0.3006384450474585
50.0,99.5418264134097,0.14365,0.01,0.7066863283197075,0.5,1.7005093060544003
50.0,99.5418264134097,0.14365,0.01,0.7066863283197075,0.75,3.548227097339267
50.0,99.5418264134097,0.14365,0.01,0.7066863283197075,1.0,5.491752517978528
50.0,99.5418264134097,0.14365,0.05455,0.001,0.25,0.0
50.0,99.5418264134097,0.14365,0.05455,0.001,0.5,0.0
50.0,99.5418264134097,0.14365,0.05455,0.001,0.75,0.0
50.0,99.5418264134097,0.14365,0.05455,0.001,1.0,0.0
50.0,99.5418264134097,0.14365,0.05455,0.1611177812950031,0.25,4.337671699433555e-17
50.0,99.5418264134097,0.14365,0.05455,0.1611177812950031,0.5,1.0083829020038495e-08
50.0,99.5418264134097,0.14365,0.05455,0.1611177812950031,0.75,7.85076296460208e-06
50.0,99.5418264134097,0.14365,0.05455,0.1611177812950031,1.0,0.0002441685787654583
50.0,99.5418264134097,0.14365,0.05455,0.26330071698522917,0.25,3.4797746974017037e-07
50.0,99.5418264134097,0.14365,0.05455,0.26330071698522917,0.5,0.0008564988471112682
50.0,99.5418264134097,0.14365,0.05455,0.26330071698522917,0.75,0.014429562895152846
50.0,99.5418264134097,0.14365,0.05455,0.26330071698522917,1.0,0.06547206521091554
50.0,99.5418264134097,0.14365,0.05455,0.38590108597281136,0.25,0.0009310298529833939
50.0,99.5418264134097,0.14365,0.05455,0.38590108597281136,0.5,0.05574307725198689
50.0,99.5418264134097,0.14365,0.05455,0.38590108597281136,0.75,0.26517382075979046
50.0,99.5418264134097,0.14365,0.05455,0.38590108597281136,1.0,0.6304467593863974
50.0,99.5418264134097,0.14365,0.05455,0.7066863283197075,0.25,0.27566053446880834
50.0,99.5418264134097,0.14365,0.05455,0.7066863283197075,0.5,1.5309636325158387
50.0,99.5418264134097,0.14365,0.05455,0.7066863283197075,0.75,3.1446010180454524
50.0,99.5418264134097,0.14365,0.05455,0.7066863283197075,1.0,4.797972995315777
50.0,99.5418264134097,0.14365,0.0991,0.001,0.25,0.0
50.0,99.5418264134097,0.14365,0.0991,0.001,0.5,0.0
50.0,99.5418264134097,0.14365,0.0991,0.001,0.75,0.0
50.0,99.5418264134097,0.14365,0.0991,0.001,1.0,0.0
50.0,99.5418264134097,0.14365,0.0991,0.1611177812950031,0.25,1.31904599890541e-17
50.0,99.5418264134097,0.14365,0.0991,0.1611177812950031,0.5,3.042258271434939e-09
50.0,99.5418264134097,0.14365,0.0991,0.1611177812950031,0.75,2.3514921089930174e-06
50.0,99.5418264134097,0.14365,0.0991,0.1611177812950031,1.0,7.264789118561974e-05
50.0,99.5418264134097,0.14365,0.0991,0.26330071698522917,0.25,2.180531691227219e-07
50.0,99.5418264134097,0.14365,0.0991,0.26330071698522917,0.5,0.0005251813766957875
50.0,99.5418264134097,0.14365,0.0991,0.26330071698522917,0.75,0.008676264204284186
50.0,99.5418264134097,0.14365,0.0991,0.26330071698522917,1.0,0.038664089854693766
50.0,99.5418264134097,0.14365,0.0991,0.38590108597281136,0.25,0.0007365941895253064
50.0,99.5418264134097,0.14365,0.0991,0.38590108597281136,0.5,0.04309937522110282
50.0,99.5418264134097,0.14365,0.0991,0.38590108597281136,0.75,0.20093060412319366
50.0,99.5418264134097,0.14365,0.0991,0.38590108597281136,1.0,0.4690222951651611
50.0,99.5418264134097,0.14365,0.0991,0.7066863283197075,0.25,0.2525544612870917
50.0,99.5418264134097,0.14365,0.0991,0.7066863283197075,0.5,1.3762648411793321
50.0,99.5418264134097,0.14365,0.0991,0.7066863283197075,0.75,2.780937810061183
50.0,99.5418264134097,0.14365,0.0991,0.7066863283197075,1.0,4.180318767371825
50.0,99.5418264134097,0.14365,0.14365,0.001,0.25,0.0
50.0,99.5418264134097,0.14365,0.14365,0.001,0.5,0.0
50.0,99.5418264134097,0.14365,0.14365,0.001,0.75,0.0
50.0,99.5418264134097,0.14365,0.14365,0.001,1.0,0.0
50.0,99.5418264134097,0.14365,0.14365,0.1611177812950031,0.25,3.937052775256911e-18
50.0,99.5418264134097,0.14365,0.14365,0.1611177812950031,0.5,8.849997706486005e-10
50.0,99.5418264134097,0.14365,0.14365,0.1611177812950031,0.75,6.676009485863996e-07
50.0,99.5418264134097,0.14365,0.14365,0.1611177812950031,1.0,2.0151908881294316e-05
50.0,99.5418264134097,0.14365,0.14365,0.26330071698522917,0.25,1.3572003639525403e-07
50.0,99.5418264134097,0.14365,0.14365,0.26330071698522917,0.5,0.00031788859673502186
50.0,99.5418264134097,0.14365,0.14365,0.26330071698522917,0.75,0.005119905347321144
50.0,99.5418264134097,0.14365,0.14365,0.26330071698522917,1.0,0.02228365345030109
50.0,99.5418264134097,0.14365,0.14365,0.38590108597281136,0.25,0.0005810172283007861
50.0,99.5418264134097,0.14365,0.14365,0.38590108597281136,0.5,0.033135276190104035
50.0,99.5418264134097,0.14365,0.14365,0.38590108597281136,0.75,0.15101417806180845
50.0,99.5418264134097,0.14365,0.14365,0.38590108597281136,1.0,0.3452698903029065
50.0,99.5418264134097,0.14365,0.14365,0.7066863283197075,0.25,0.2311983693096283
50.0,99.5418264134097,0.14365,0.14365,0.7066863283197075,0.5,1.235339184969204
50.0,99.5418264134097,0.14365,0.14365,0.7066863283197075,0.75,2.454029009951054
50.0,99.5418264134097,0.14365,0.14365,0.7066863283197075,1.0,3.632041792119499
50.0,99.5418264134097,0.14365,0.1882,0.001,0.25,0.0
50.0,99.5418264134097,0.14365,0.1882,0.001,0.5,0.0
50.0,99.5418264134097,0.14365,0.1882,0.001,0.75,0.0
50.0,99.5418264134097,0.14365,0.1882,0.001,1.0,0.0
50.0,99.5418264134097,0.14365,0.1882,0.1611177812950031,0.25,1.1534122243354602e-18
50.0,99.5418264134097,0.14365,0.1882,0.1611177812950031,0.5,2.4821385749401083e-10
50.0,99.5418264134097,0.14365,0.1882,0.1611177812950031,0.75,1.7960292442395594e-07
50.0,99.5418264134097,0.14365,0.1882,0.1611177812950031,1.0,5.208610301804118e-06
50.0,99.5418264134097,0.14365,0.1882,0.26330071698522917,0.25,8.390567879194823e-08
50.0,99.5418264134097,0.14365,0.1882,0.26330071698522917,0.5,0.000189932128104035
50.0,99.5418264134097,0.14365,0.1882,0.26330071698522917,0.75,0.0029646648064957193
50.0,99.5418264134097,0.14365,0.1882,0.26330071698522917,1.0,0.012530496032102134
50.0,99.5418264134097,0.14365,0.1882,0.38590108597281136,0.25,0.00045692276901295977
50.0,99.5418264134097,0.14365,0.1882,0.38590108597281136,0.5,0.025330023128781232
50.0,99.5418264134097,0.14365,0.1882,0.38590108597281136,0.75,0.11256730890497893
50.0,99.5418264134097,0.14365,0.1882,0.38590108597281136,1.0,0.2514692168752998
50.0,99.5418264134097,0.14365,0.1882,0.7066863283197075,0.25,0.21147677320465363
50.0,99.5418264134097,0.14365,0.1882,0.7066863283197075,0.5,1.1071675579549303
50.0,99.5418264134097,0.14365,0.1882,0.7066863283197075,0.75,2.1608375739256855
50.0,99.5418264134097,0.14365,0.1882,0.7066863283197075,1.0,3.146788826576256
50.0,99.5418264134097,0.1882,0.01,0.001,0.25,0.0
50.0,99.5418264134097,0.1882,0.01,0.001,0.5,0.0
50.0,99.5418264134097,0.1882,0.01,0.001,0.75,0.0
50.0,99.5418264134097,0.1882,0.01,0.001,1.0,0.0
50.0,99.5418264134097,0.1882,0.01,0.1611177812950031,0.25,4.386950009172859e-16
50.0,99.5418264134097,0.1882,0.01,0.1611177812950031,0.5,9.71670344409326e-08
50.0,99.5418264134097,0.1882,0.01,0.1611177812950031,0.75,7.216138632507267e-05
50.0,99.5418264134097,0.1882,0.01,0.1611177812950031,1.0,0.002143481133997802
50.0,99.5418264134097,0.1882,0.01,0.26330071698522917,0.25,8.588575645157764e-07
50.0,99.5418264134097,0.1882,0.01,0.26330071698522917,0.5,0.00214360918170039
50.0,99.5418264134097,0.1882,0.01,0.26330071698522917,0.75,0.03651045100279506
50.0,99.5418264134097,0.1882,0.01,0.26330071698522917,1.0,0.1671228400974619
50.0,99.5418264134097,0.1882,0.01,0.38590108597281136,0.25,0.0014577992160906578
50.0,99.5418264134097,0.1882,0.01,0.38590108597281136,0.5,0.08966761062647842
50.0,99.5418264134097,0.1882,0.01,0.38590108597281136,0.75,0.43601274559844444
50.0,99.5418264134097,0.1882,0.01,0.38590108597281136,1.0,1.0561497670794062
50.0,99.5418264134097,0.1882,0.01,0.7066863283197075,0.25,0.3239880391966199
50.0,99.5418264134097,0.1882,0.01,0.7066863283197075,0.5,1.844483738112785
50.0,99.5418264134097,0.1882,0.01,0.7066863283197075,0.75,3.8639108925223735
50.0,99.5418264134097,0.1882,0.01,0.7066863283197075,1.0,5.99565166695608
50.0,99.5418264134097,0.1882,0.05455,0.001,0.25,0.0
50.0,99.5418264134097,0.1882,0.05455,0.001,0.5,0.0
50.0,99.5418264134097,0.1882,0.05455,0.001,0.75,0.0
50.0,99.5418264134097,0.1882,0.05455,0.001,1.0,0.0
50.0,99.5418264134097,0.1882,0.05455,0.1611177812950031,0.25,1.3846205497552035e-16
50.0,99.5418264134097,0.1882,0.05455,0.1611177812950031,0.5,3.152109789318476e-08
50.0,99.5418264134097,0.1882,0.05455,0.1611177812950031,0.75,2.4034930530081887e-05
50.0,99.5418264134097,0.1882,0.05455,0.1611177812950031,1.0,0.0007322340442647622
50.0,99.5418264134097,0.1882,0.05455,0.26330071698522917,0.25,5.454787115577158e-07
50.0,99.5418264134097,0.1882,0.05455,0.26330071698522917,0.5,0.0013485907204348819
50.0,99.5418264134097,0.1882,0.05455,0.26330071698522917,0.75,0.022781498838059116
50.0,99.5418264134097,0.1882,0.05455,0.26330071698522917,1.0,0.10351849458990194
50.0,99.5418264134097,0.1882,0.05455,0.38590108597281136,0.25,0.001160275345905745
50.0,99.5418264134097,0.1882,0.05455,0.38590108597281136,0.5,0.07011184486905186
50.0,99.5418264134097,0.1882,0.05455,0.38590108597281136,0.75,0.33573414181987626
50.0,99.5418264134097,0.1882,0.05455,0.38590108597281136,1.0,0.8021182771402277
50.0,99.5418264134097,0.1882,0.05455,0.7066863283197075,0.25,0.2973086615176493
50.0,99.5418264134097,0.1882,0.05455,0.7066863283197075,0.5,1.6630492218356085
50.0,99.5418264134097,0.1882,0.05455,0.7066863283197075,0.75,3.4316306951957847
50.0,99.5418264134097,0.1882,0.05455,0.7066863283197075,1.0,5.252464655400704
50.0,99.5418264134097,0.1882,0.0991,0.001,0.25,0.0
50.0,99.5418264134097,0.1882,0.0991,0.001,0.5,0.0
50.0,99.5418264134097,0.1882,0.0991,0.001,0.75,0.0
50.0,99.5418264134097,0.1882,0.0991,0.001,1.0,0.0
50.0,99.5418264134097,0.1882,0.0991,0.1611177812950031,0.25,4.2896289157496067e-17
50.0,99.5418264134097,0.1882,0.0991,0.1611177812950031,0.5,9.861694931742917e-09
50.0,99.5418264134097,0.1882,0.0991,0.1611177812950031,0.75,7.592783221298638e-06
50.0,99.5418264134097,0.1882,0.0991,0.1611177812950031,1.0,0.0002335296111262251
50.0,99.5418264134097,0.1882,0.0991,0.26330071698522917,0.25,3.4412337301178085e-07
50.0,99.5418264134097,0.1882,0.0991,0.26330071698522917,0.5,0.0008376312532487387
50.0,99.5418264134097,0.1882,0.0991,0.26330071698522917,0.75,0.013955400708820544
50.0,99.5418264134097,0.1882,0.0991,0.26330071698522917,1.0,0.06261930181861276
50.0,99.5418264134097,0.1882,0.0991,0.38590108597281136,0.25,0.0009207180385055899
50.0,99.5418264134097,0.1882,0.0991,0.38590108597281136,0.5,0.05451512727191942
50.0,99.5418264134097,0.1882,0.0991,0.38590108597281136,0.75,0.2564600849714535
50.0,99.5418264134097,0.1882,0.0991,0.38590108597281136,1.0,0.6029767929178036
50.0,99.5418264134097,0.1882,0.0991,0.7066863283197075,0.25,0.2726073989746178
50.0,99.5418264134097,0.1882,0.0991,0.7066863283197075,0.5,1.4972384265403316
50.0,99.5418264134097,0.1882,0.0991,0.7066863283197075,0.75,3.0412679576684063
50.0,99.5418264134097,0.1882,0.0991,0.7066863283197075,1.0,4.588914648458983
50.0,99.5418264134097,0.1882,0.14365,0.001,0.25,0.0
50.0,99.5418264134097,0.1882,0.14365,0.001,0.5,0.0
50.0,99.5418264134097,0.1882,0.14365,0.001,0.75,0.0
50.0,99.5418264134097,0.1882,0.14365,0.001,1.0,0.0
50.0,99.5418264134097,0.1882,0.14365,0.1611177812950031,0.25,1.3044366310265856e-17
50.0,99.5418264134097,0.1882,0.14365,0.1611177812950031,0.5,2.9752411427091388e-09
50.0,99.5418264134097,0.1882,0.14365,0.1611177812950031,0.75,2.2742209783534447e-06
50.0,99.5418264134097,0.1882,0.14365,0.1611177812950031,1.0,6.94824611073918e-05
50.0,99.5418264134097,0.1882,0.14365,0.26330071698522917,0.25,2.156380759663794e-07
50.0,99.5418264134097,0.1882,0.14365,0.26330071698522917,0.5,0.0005136122905807505
50.0,99.5418264134097,0.1882,0.14365,0.26330071698522917,0.75,0.008391158104106886
50.0,99.5418264134097,0.1882,0.14365,0.26330071698522917,1.0,0.0369794095291404
50.0,99.5418264134097,0.1882,0.14365,0.38590108597281136,0.25,0.0007284358876153581
50.0,99.5418264134097,0.1882,0.14365,0.38590108597281136,0.5,0.042149950116628754
50.0,99.5418264134097,0.1882,0.14365,0.38590108597281136,0.75,0.19432793048405467
50.0,99.5418264134097,0.1882,0.14365,0.38590108597281136,1.0,0.44858595136707463
50.0,99.5418264134097,0.1882,0.14365,0.7066863283197075,0.25,0.2497572419047174
50.0,99.5418264134097,0.1882,0.14365,0.7066863283197075,0.5,1.3459474552794808
50.0,99.5418264134097,0.1882,0.14365,0.7066863283197075,0.75,2.6895548928062376
50.0,99.5418264134097,0.1882,0.14365,0.7066863283197075,1.0,3.9981729879573944
50.0,99.5418264134097,0.1882,0.1882,0.001,0.25,0.0
50.0,99.5418264134097,0.1882,0.1882,0.001,0.5,0.0
50.0,99.5418264134097,0.1882,0.1882,0.001,0.75,0.0
50.0,99.5418264134097,0.1882,0.1882,0.001,1.0,0.0
50.0,99.5418264134097,0.1882,0.1882,0.1611177812950031,0.25,3.893447129661682e-18
50.0,99.5418264134097,0.1882,0.1882,0.1611177812950031,0.5,8.655043372369308e-10
50.0,99.5418264134097,0.1882,0.1882,0.1611177812950031,0.75,6.456632691376628e-07
50.0,99.5418264134097,0.1882,0.1882,0.1611177812950031,1.0,1.9273845423904043e-05
50.0,99.5418264134097,0.1882,0.1882,0.26330071698522917,0.25,1.3421684094803606e-07
50.0,99.5418264134097,0.1882,0.1882,0.26330071698522917,0.5,0.00031088591020840865
50.0,99.5418264134097,0.1882,0.1882,0.26330071698522917,0.75,0.0049516628627122895
50.0,99.5418264134097,0.1882,0.1882,0.26330071698522917,1.0,0.02131270514425648
50.0,99.5418264134097,0.1882,0.1882,0.38590108597281136,0.25,0.0005745820513325645
50.0,99.5418264134097,0.1882,0.1882,0.38590108597281136,0.5,0.032405347672644615
50.0,99.5418264134097,0.1882,0.1882,0.38590108597281136,0.75,0.14605178153204132
50.0,99.5418264134097,0.1882,0.1882,0.38590108597281136,1.0,0.33022571382325094
50.0,99.5418264134097,0.1882,0.1882,0.7066863283197075,0.25,0.22863768375883511
50.0,99.5418264134097,0.1882,0.1882,0.7066863283197075,0.5,1.2081262142768576
50.0,99.5418264134097,0.1882,0.1882,0.7066863283197075,0.75,2.37338846878316
50.0,99.5418264134097,0.1882,0.1882,0.7066863283197075,1.0,3.4737856590573504
50.0,106.30694133845228,0.01,0.01,0.001,0.25,0.0
50.0,106.30694133845228,0.01,0.01,0.001,0.5,0.0
50.0,106.30694133845228,0.01,0.01,0.001,0.75,0.0
50.0,106.30694133845228,0.01,0.01,0.001,1.0,0.0
50.0,106.30694133845228,0.01,0.01,0.1611177812950031,0.25,2.3607526373739817e-21
50.0,106.30694133845228,0.01,0.01,0.1611177812950031,0.5,2.1325851795795314e-11
50.0,106.30694133845228,0.01,0.01,0.1611177812950031,0.75,5.651111292140145e-08
50.0,106.30694133845228,0.01,0.01,0.1611177812950031,1.0,3.257058193384592e-06
50.0,106.30694133845228,0.01,0.01,0.26330071698522917,0.25,7.94497476311838e-09
50.0,106.30694133845228,0.01,0.01,0.26330071698522917,0.5,7.64271870785146e-05
50.0,106.30694133845228,0.01,0.01,0.26330071698522917,0.75,0.0020254058385302805
50.0,106.30694133845228,0.01,0.01,0.26330071698522917,1.0,0.011528865356608645
50.0,106.30694133845228,0.01,0.01,0.38590108597281136,0.25,0.00014866664895027488
50.0,106.30694133845228,0.01,0.01,0.38590108597281136,0.5,0.01683988038313899
50.0,106.30694133845228,0.01,0.01,0.38590108597281136,0.75,0.09920973732765398
50.0,106.30694133845228,0.01,0.01,0.38590108597281136,1.0,0.2629756689348805
50.0,106.30694133845228,0.01,0.01,0.7066863283197075,0.25,0.14904581432273314
50.0,106.30694133845228,0.01,0.01,0.7066863283197075,0.5,1.0163128697178725
50.0,106.30694133845228,0.01,0.01,0.7066863283197075,0.75,2.2507004471174152
50.0,106.30694133845228,0.01,0.01,0.7066863283197075,1.0,3.58418492619146
50.0,106.30694133845228,0.01,0.05455,0.001,0.25,0.0
50.0,106.30694133845228,0.01,0.05455,0.001,0.5,0.0
50.0,106.30694133845228,0.01,0.05455,0.001,0.75,0.0
50.0,106.30694133845228,0.01,0.05455,0.001,1.0,0.0
50.0,106.30694133845228,0.01,0.05455,0.1611177812950031,0.25,6.193633177084824e-22
50.0,106.30694133845228,0.01,0.05455,0.1611177812950031,0.5,5.367228933214561e-12
50.0,106.30694133845228,0.01,0.05455,0.1611177812950031,0.75,1.3665426446258723e-08
50.0,106.30694133845228,0.01,0.05455,0.1611177812950031,1.0,7.577868469571571e-07
50.0,106.30694133845228,0.01,0.05455,0.26330071698522917,0.25,4.718828844206051e-09
50.0,106.30694133845228,0.01,0.05455,0.26330071698522917,0.5,4.393213308734289e-05
50.0,106.30694133845228,0.01,0.05455,0.26330071698522917,0.75,0.0011294984806531929
50.0,106.30694133845228,0.01,0.05455,0.26330071698522917,1.0,0.006248505309035555
50.0,106.30694133845228,0.01,0.05455,0.38590108597281136,0.25,0.00011484053781580839
50.0,106.30694133845228,0.01,0.05455,0.38590108597281136,0.5,0.012656153798230272
50.0,106.30694133845228,0.01,0.05455,0.38590108597281136,0.75,0.07274759517850209
50.0,106.30694133845228,0.01,0.05455,0.38590108597281136,1.0,0.18849223224466705
50.0,106.30694133845228,0.01,0.05455,0.7066863283197075,0.25,0.13567489094824134
50.0,106.30694133845228,0.01,0.05455,0.7066863283197075,0.5,0.9067587260730597
50.0,106.30694133845228,0.01,0.05455,0.7066863283197075,0.75,1.9732132544446663
50.0,106.30694133845228,0.01,0.05455,0.7066863283197075,1.0,3.092245614809771
50.0,106.30694133845228,0.01,0.0991,0.001,0.25,0.0
50.0,106.30694133845228,0.01,0.0991,0.001,0.5,0.0
50.0,106.30694133845228,0.01,0.0991,0.001,0.75,0.0
50.0,106.30694133845228,0.01,0.0991,0.001,1.0,0.0
50.0,106.30694133845228,0.01,0.0991,0.1611177812950031,0.25,1.594803108267956e-22
50.0,106.30694133845228,0.01,0.0991,0.1611177812950031,0.5,1.3019527278887062e-12
50.0,106.30694133845228,0.01,0.0991,0.1611177812950031,0.75,3.129291418307628e-09
50.0,106.30694133845228,0.01,0.0991,0.1611177812950031,1.0,1.6409122041151755e-07
50.0,106.30694133845228,0.01,0.0991,0.26330071698522917,0.25,2.7836510892896405e-09
50.0,106.30694133845228,0.01,0.0991,0.26330071698522917,0.5,2.49222698805593e-05
50.0,106.30694133845228,0.01,0.0991,0.26330071698522917,0.75,0.0006178401562057048
50.0,106.30694133845228,0.01,0.0991,0.26330071698522917,1.0,0.0033022093497333863
50.0,106.30694133845228,0.01,0.0991,0.38590108597281136,0.25,8.844056668207605e-05
50.0,106.30694133845228,0.01,0.0991,0.38590108597281136,0.5,0.009456688217043577
50.0,106.30694133845228,0.01,0.0991,0.38590108597281136,0.75,0.0528952342675891
50.0,106.30694133845228,0.01,0.0991,0.38590108597281136,1.0,0.13362862991721033
50.0,106.30694133845228,0.01,0.0991,0.7066863283197075,0.25,0.12340146885004259
50.0,106.30694133845228,0.01,0.0991,0.7066863283197075,0.5,0.8077621954794199
50.0,106.30694133845228,0.01,0.0991,0.7066863283197075,0.75,1.7260759017298837
50.0,106.30694133845228,0.01,0.0991,0.7066863283197075,1.0,2.660104450123152
50.0,106.30694133845228,0.01,0.14365,0.001,0.25,0.0
50.0,106.30694133845228,0.01,0.14365,0.001,0.5,0.0
50.0,106.30694133845228,0.01,0.14365,0.001,0.75,0.0
50.0,106.30694133845228,0.01,0.14365,0.001,1.0,0.0
50.0,106.30694133845228,0.01,0.14365,0.1611177812950031,0.25,4.030239823723415e-23
50.0,106.30694133845228,0.01,0.14365,0.1611177812950031,0.5,3.043779760092125e-13
50.0,106.30694133845228,0.01,0.14365,0.1611177812950031,0.75,6.784565909547406e-10
50.0,106.30694133845228,0.01,0.14365,0.1611177812950031,1.0,3.305811458095156e-08
50.0,106.30694133845228,0.01,0.14365,0.26330071698522917,0.25,1.63091313941532e-09
50.0,106.30694133845228,0.01,0.14365,0.26330071698522917,0.5,1.3952262110905976e-05
50.0,106.30694133845228,0.01,0.14365,0.26330071698522917,0.75,0.00033146260887990307
50.0,106.30694133845228,0.01,0.14365,0.26330071698522917,1.0,0.0017012958282145582
50.0,106.30694133845228,0.01,0.14365,0.38590108597281136,0.25,6.790160704079521e-05
50.0,106.30694133845228,0.01,0.14365,0.38590108597281136,0.5,0.007024887649048979
50.0,106.30694133845228,0.01,0.14365,0.38590108597281136,0.75,0.03813474109163278
50.0,106.30694133845228,0.01,0.14365,0.38590108597281136,1.0,0.09368829546692357
50.0,106.30694133845228,0.01,0.14365,0.7066863283197075,0.25,0.11214537609350121
50.0,106.30694133845228,0.01,0.14365,0.7066863283197075,0.5,0.7184541503939543
50.0,106.30694133845228,0.01,0.14365,0.7066863283197075,0.75,1.5064941928604452
50.0,106.30694133845228,0.01,0.14365,0.7066863283197075,1.0,2.2816625247937474
50.0,106.30694133845228,0.01,0.1882,0.001,0.25,0.0
50.0,106.30694133845228,0.01,0.1882,0.001,0.5,0.0
50.0,106.30694133845228,0.01,0.1882,0.001,0.75,0.0
50.0,106.30694133845228,0.01,0.1882,0.001,1.0,0.0
50.0,106.30694133845228,0.01,0.1882,0.1611177812950031,0.25,9.995688691624105e-24
50.0,106.30694133845228,0.01,0.1882,0.1611177812950031,0.5,6.857685693629166e-14
50.0,106.30694133845228,0.01,0.1882,0.1611177812950031,0.75,1.3924456264809858e-10
50.0,106.30694133845228,0.01,0.1882,0.1611177812950031,1.0,6.194133366909184e-09
50.0,106.30694133845228,0.01,0.1882,0.26330071698522917,0.25,9.490279966676501e-10
50.0,106.30694133845228,0.01,0.1882,0.26330071698522917,0.5,7.707885110518367e-06
50.0,106.30694133845228,0.01,0.1882,0.26330071698522917,0.75,0.0001743874570080256
50.0,106.30694133845228,0.01,0.1882,0.26330071698522917,1.0,0.0008543131260400177
50.0,106.30694133845228,0.01,0.1882,0.38590108597281136,0.25,5.197308465833969e-05
50.0,106.30694133845228,0.01,0.1882,0.38590108597281136,0.5,0.0051878993500851745
50.0,106.30694133845228,0.01,0.1882,0.38590108597281136,0.75,0.02725872561335827
50.0,106.30694133845228,0.01,0.1882,0.38590108597281136,1.0,0.06495390601881895
50.0,106.30694133845228,0.01,0.1882,0.7066863283197075,0.25,0.10183138902506207
50.0,106.30694133845228,0.01,0.1882,0.7066863283197075,0.5,0.6380206282365337
50.0,106.30694133845228,0.01,0.1882,0.7066863283197075,0.75,1.3118649073776165
50.0,106.30694133845228,0.01,0.1882,0.7066863283197075,1.0,1.9512791560610458
50.0,106.30694133845228,0.05455,0.01,0.001,0.25,0.0
50.0,106.30694133845228,0.05455,0.01,0.001,0.5,0.0
50.0,106.30694133845228,0.05455,0.01,0.001,0.75,0.0
50.0,106.30694133845228,0.05455,0.01,0.001,1.0,0.0
50.0,106.30694133845228,0.05455,0.01,0.1611177812950031,0.25,8.73352713147324e-21
50.0,106.30694133845228,0.05455,0.01,0.1611177812950031,0.5,7.987679051678562e-11
50.0,106.30694133845228,0.05455,0.01,0.1611177812950031,0.75,2.1406982016176799e-07
50.0,106.30694133845228,0.05455,0.01,0.1611177812950031,1.0,1.2466812455003182e-05
50.0,106.30694133845228,0.05455,0.01,0.26330071698522917,0.25,1.3138816847267938e-08
50.0,106.30694133845228,0.05455,0.01,0.26330071698522917,0.5,0.00012833073352473776
50.0,106.30694133845228,0.05455,0.01,0.26330071698522917,0.75,0.0034458552548863835
50.0,106.30694133845228,0.05455,0.01,0.26330071698522917,1.0,0.01984212676262517
50.0,106.30694133845228,0.05455,0.01,0.38590108597281136,0.25,0.0001897457366990385
50.0,106.30694133845228,0.05455,0.01,0.38590108597281136,0.5,0.021786577963045093
50.0,106.30694133845228,0.05455,0.01,0.38590108597281136,0.75,0.12976013183216165
50.0,106.30694133845228,0.05455,0.01,0.38590108597281136,1.0,0.34711177621874556
50.0,106.30694133845228,0.05455,0.01,0.7066863283197075,0.25,0.16178760837539788
